Suositeltu yleiskielinen nimi
haprakynsisammal
turkkikynsisammal
palsakynsisammal
napakynsisammal
lännenkynsisammal
isokynsisammal
pörrökynsisammal
kangaskynsisammal
kivikynsisammal
takkukynsisammal
paljakkakynsisammal
töppökynsisammal
etelänkynsisammal
rämekynsisammal
katkokynsisammal
tunturiturkkisammal
kiviturkkisammal
ojanukkasammal
tuppinukkasammal
uurrenukkasammal
törmänukkasammal
rantanukkasammal
ruskonukkasammal
törrönukkasammal
peltonukkasammal
äimänukkasammal
kalkkinukkasammal
kalkkikahtaissammal
pohjankahtaissammal
kaarikahtaissammal
kalkkikulosammal
metsäkulosammal
piennarkarvasammal
pohjankarvasammal
pikkukarvasammal
tunturikarvasammal
ojaäimäsammal
saviäimäsammal
törrökarvasammal
orvonsammal
lettosiipisammal
kalvassiipisammal
kääpiösiipisammal
hentosiipisammal
rantasiipisammal
koskisiipisammal
lehtosiipisammal
vellamonsammal
pikkusiipisammal
pikkusiipisammal
tulvasiipisammal
savikkosiipisammal
kalkkikarvasammal
isokarvasammal
paljakkapörrösammal
rantapörrösammal
jouhisammal
hohkasammal
pampulasammal
piennarkourasammal
törrökourasammal
muhkusammal
ojatumpurasammal
ruostetyvisammal
punatyvisammal
turrisammal
kalkkitumpurasammal
sirppitumpurasammal
eteläntumpurasammal
itutumpurasammal
rantatumpurasammal
rikkamieronsammal

kalkkimieronsammal
rosomieronsammal
viherpahkurasammal
kalkkipahkurasammal
nallikkasammal
merilapiosammal
kalliopahkurasammal
rikkatoukosammal
alvaritoukosammal
kalkpottia (sv)
hitutoukosammal
pyrstösammal
keräsammal
pikkutumpurasammal
lapinpartasammal
ketopartasammal


hietikkopartasammal
ruostekiertosammal
haprakiertosammal
etelänkiertosammal
jäykkäkiertosammal
kalkkikiertosammal
silmulapiosammal



peltolapiosammal
nuokkulapiosammal
tunturilapiosammal
kalkkilapiosammal
muurilapiosammal
umpisammal
etelänlapiosammal
alppilapiosammal
savikkolapiosammal
törmäsykerösammal
ojasykerösammal


umpisykerösammal
törrösykerösammal
paljakkanapasammal
kallionapasammal
risatorasammal
lännentorasammal
eteläntorasammal
kyhmytorasammal
isotorasammal
kalliotorasammal
etelänpörrösammal
kallioahmansammal
sirppiahmansammal
paljakka-ahmansammal
somerahmansammal
tunturiahmansammal
ryhmytihkusammal
isotihkusammal
silotihkusammal
sahatihkusammal
pikkutihkusammal
kolokärpänsammal
kalliokärpänsammal
lapintöppösammal
tunturitöppösammal
kalliotöppösammal
aarnisammal
kolusammal
alppikivisammal
kyttyräkivisammal
itukivisammal
tupsukivisammal
kuparikivisammal
lännenkivisammal
harmokivisammal
isokivisammal
tunturikivisammal
kairakivisammal
paljakkakivisammal
lehtokivisammal
pörrökivisammal
pohjankivisammal
kurkkiosammal
vuorikivisammal
nuokkukivisammal
mustakivisammal
pieluskivisammal
tierakivisammal
kerokivisammal
kierrekivisammal
etelänkivisammal
purotierasammal
lenkotierasammal
tihkutierasammal
hietikkotierasammal


rannikkotierasammal
somertierasammal
kimpputierasammal
silotierasammal
kalliotierasammal
lapintierasammal
lapintierasammal
kivitierasammal
tunturitierasammal
koskipaasisammal
rauniopaasisammal
pohjanpaasisammal
pulmapaasisammal
etelänpaasisammal
rosopaasisammal
paahdepaasisammal
siropaasisammal
mutkapaasisammal
paljakkapaasisammal
ruijanpaasisammal
peitsipaasisammal
meripaasisammal


nystypaasisammal
virtapaasisammal
piekananpaasisammal
härmepaasisammal
somapaasisammal
kierrepaasisammal
puropaasisammal
huuhkajanpaasisammal
vuoripaasisammal
idänpaasisammal
kurkkiopaasisammal
pärskepaasisammal
pikkupaasisammal
lapinpaasisammal
mustapaasisammal


varjopaasisammal
suonipaasisammal
kaitahitusammal
kalkkihitusammal
sahahitusammal
karstahitusammal
rivihitusammal
tihkusäiläsammal
tunturisäiläsammal
kaarihitusammal
idänhitusammal
etelänhitusammal
piilohitusammal
härmäsammal
munasammal
idänkellosammal

pahtakellosammal
tunturikellosammal
pikkukellosammal
kuurakellosammal
ripsikellosammal
torvikellosammal
pohjankellosammal
isokellosammal
uurrekellosammal
risakellosammal
kielikellosammal
etelänkellosammal
nuppisammal
piennarsammal
nuotiosammal
nuppusammal
päärynäsuppusammal
pallosuppusammal
nelikolkkasammal
isotuppisammal
tunturituppisammal
tupsutuppisammal
puistotuppisammal
lapintuppisammal
paakkurahkasammal
rannikkorahkasammal

vaalearahkasammal
punarahkasammal
punaterärahkasammal
etelänrahkasammal
kalvakkarahkasammal
okarahkasammal
lettorahkasammal
pallopäärahkasammal
kuultorahkasammal
kangasrahkasammal
viitarahkasammal
ruskorahkasammal
korpirahkasammal
nummirahkasammal
särmärahkasammal
rusorahkasammal
varvikkorahkasammal
pohjanrahkasammal


kirjorahkasammal
heterahkasammal
käyrälehtirahkasammal
luhtarahkasammal
lamparerahkasammal
keräpäärahkasammal
rantarahkasammal
rämerahkasammal
rimpirahkasammal
silmäkerahkasammal
kuljurahkasammal

sararahkasammal

sirorahkasammal
pohjanrimpirahkasammal
aaparahkasammal
vajorahkasammal


kuovinrahkasammal
kurjenrahkasammal
haprarahkasammal
hentorahkasammal
pikkumyyränsammal
isomyyränsammal
naalinsammal
peltohiekkasammal
pohjanhiekkasammal
pikkuhiekkasammal
törmähiekkasammal
lapinlipposammal
rantalipposammal
vuorikarhunsammal
vilukarhunsammal
tunturikarhunsammal
kerokarhunsammal
korpikarhunsammal


lehtokarhunsammal
lapinkarhunsammal
rantakarhunsammal
kangaskarhunsammal
kytökarhunsammal
taigakarhunsammal
karvakarhunsammal
rämekarhunsammal
luhtakarhunsammal
törmäkarhunsammal
kiirunansammal
lännenloukkosammal
metsäloukkosammal
tunturiloukkosammal
lahosammal
